Iteration	Posterior	Likelihood	Prior	age_uapaca	birth_rate	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	death_rate	denom	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	mean_rt	root_time	sf[1]	sf[2]	sf[3]	sf[4]	turnover	ucln_mean	ucln_mu	ucln_sigma	ucln_var
2240	-14043.2	-14212.37	169.1723	94.06611	0.1730087	0.00413204	0.0005711484	0.0002099314	0.0008937221	0.0004112586	0.001568431	0.0002528986	0.000774999	0.0001538362	0.0008340382	0.0003001757	0.0002959075	0.0001605561	0.0002308486	0.001062975	0.0001436909	0.0009032628	0.000568441	0.0005216942	0.0008188913	0.001107273	0.0002649599	0.000752137	0.0006698959	0.0007141674	0.0009652552	0.0005450998	0.0004299129	0.0002814146	0.0002578506	0.0004259168	0.0005522293	0.0005671221	0.0004316338	0.0001983403	0.001375137	0.001614038	0.0006619417	0.00101612	0.0007593867	0.0581694	0.6637777	0.1148393	0.163621	0.271382	0.0757445	0.0532206	0.360312	0.0757199	0.0007099645	94.06611	0.268941	0.179158	0.265593	0.286307	0.3362223	0.0008640067	-7.427501	0.8643737	0.7471419
2250	-14039.08	-14222.53	183.4518	105.3252	0.1130261	0.0007318303	0.0005721166	0.0003579217	0.000426669	0.0008315379	0.002145387	0.0004197706	0.0003035558	0.0005083176	0.0004187094	0.0005199123	0.0004555562	0.0005305494	0.0008522045	0.0007963689	0.0003659239	0.0009646617	0.0007119063	0.0003641945	0.0005476681	0.00100134	0.0002572217	0.0006801651	0.001390423	0.0002998874	0.0008133207	0.0005397446	0.001041745	0.000270804	0.0004959241	0.000760901	0.0006535201	0.0007135547	0.0004380528	0.0004185259	0.0008763316	0.0008841402	0.0003075717	0.000923692	0.0009181357	0.03075938	0.7278559	0.08226671	0.151953	0.24574	0.0947099	0.0649135	0.36584	0.076844	0.0006627441	105.3252	0.266519	0.177545	0.272478	0.283457	0.2721441	0.0006489647	-7.454849	0.4789918	0.2294331
2260	-14035.69	-14208.7	173.0069	99.18321	0.1826153	0.00258409	0.0008889346	0.0004090964	0.0006400965	0.0003466723	0.00188827	0.0003667552	0.0002828901	0.0003479966	0.0008345371	0.0002577948	0.0007510048	0.0003143047	0.0003840493	0.000943077	0.0007627873	0.001120347	0.0008711866	0.0008088128	0.0002858308	0.0003415712	0.000435085	0.0008800188	0.001694913	0.0004314923	0.0003873961	0.0002608851	0.001021437	0.000400913	0.001499268	0.0003214838	0.0006423208	0.0007332827	0.0003438517	0.0005819632	0.001220362	0.0004405273	0.0002719749	0.002015504	0.002250885	0.05832803	0.6805962	0.1242873	0.133942	0.244242	0.0822161	0.0762421	0.358957	0.104401	0.0007815917	99.18321	0.277495	0.171754	0.268124	0.282627	0.3194038	0.000795334	-7.324255	0.6123826	0.3750124
2270	-14044.33	-14212.58	168.2551	73.75345	0.1752843	0.0007062907	0.0002518913	0.0004133127	0.0008393369	0.0003391465	0.002742473	0.001168902	0.0003178847	0.0003125673	0.0008403331	0.0008192512	0.000679284	0.0004663708	0.0005101815	0.000762672	0.0003143956	0.001405941	0.001060565	0.001038053	0.0004929668	0.001033589	0.000513871	0.0002755531	0.001041033	0.0005845454	0.0003033348	0.001128868	0.001729285	0.0005522247	0.001092684	0.0005394684	0.0001905239	0.001051765	0.0003585899	0.0008302608	0.00103235	0.0004001399	0.0006184333	0.001388168	0.002078472	0.00661797	0.9622444	0.1686664	0.159112	0.2667	0.0832758	0.05508	0.355156	0.0806767	0.0008056245	73.75345	0.260315	0.182316	0.272019	0.28535	0.03775562	0.0007077068	-7.402325	0.545608	0.2976881
2280	-14031.83	-14209.25	177.4185	110.3778	0.1272924	0.0004360571	0.0002360785	0.0002294743	0.0004739155	0.0005157822	0.0008326001	0.0008967977	0.0001975737	0.0002334135	8.573117e-05	0.000272543	0.0003538946	0.0003380888	0.0005571379	0.0009261889	0.0004162341	0.0009948693	0.0005551322	0.0004184126	0.0003988026	0.0005342808	0.0003215234	0.0005115595	0.0007462586	0.000290117	0.0003936961	0.0009350338	0.00111291	0.0002828854	0.001990297	0.0008574751	0.0002582295	0.000455051	0.0002060317	0.0009656026	0.0009825913	0.0003000469	0.0001824073	0.001206944	0.001628757	0.02405056	0.8110605	0.1032418	0.15326	0.243878	0.0707448	0.0904311	0.342093	0.0995933	0.0005882606	110.3778	0.273625	0.174148	0.270376	0.281851	0.1889395	0.0005573341	-7.705093	0.6522989	0.4254938
2290	-14041.73	-14213.77	172.0435	112.8351	0.1036615	0.0002855105	0.0003131059	0.0001947808	0.001516358	0.0001828983	0.001192261	0.0001469195	0.0002636799	0.0001502883	0.0009380281	0.0001353153	0.0002972649	0.0003191122	0.0004651355	0.0002860095	0.0001095168	0.000632644	0.0003394547	0.0007847983	0.0001425466	0.0006297094	0.0002400071	0.0004920591	0.0003910701	0.0001978083	0.0008543691	0.001351044	0.0009934437	0.0001530673	0.000889804	0.0006207571	0.000253181	0.0004001149	0.0001983621	0.0006843759	0.0007085543	0.0005089762	0.0005612542	0.001280856	0.003504055	0.0361025	0.6517271	0.06755902	0.175523	0.235616	0.0870822	0.0781111	0.33289	0.0907777	0.0005902124	112.8351	0.269046	0.176308	0.268859	0.285787	0.3482729	0.0005188274	-7.809971	0.7014725	0.4920637
2300	-14037.97	-14214.28	176.3137	85.6413	0.4453576	0.0008012327	0.0006837576	0.000306761	0.0006334434	0.0005259548	0.001194827	0.0001120348	0.0002688201	0.0002603103	0.0007536428	0.0006629289	0.0001381312	0.0001551207	0.0007936763	0.000595299	0.0002028653	0.0005949025	0.0005296828	0.0005454953	0.00109193	0.0003764304	0.0002011023	0.0002957583	0.0004909273	0.0003597346	0.0002761777	0.0009220979	0.000259659	0.0002495754	0.0004830548	0.0003150895	0.0003102237	0.001012853	0.0001559403	0.0002963005	0.000424974	0.0003746064	0.0005276499	0.001981394	0.001203955	0.3141294	0.294658	0.1312282	0.131834	0.277669	0.0816604	0.0688799	0.338855	0.101102	0.000534208	85.6413	0.266303	0.175889	0.263843	0.293965	0.705342	0.0005962945	-7.716531	0.7638781	0.5835098
2310	-14039.69	-14208.68	168.9868	102.4353	0.1907715	0.0003555669	0.0006836263	0.0001622352	0.0002773632	0.001983432	0.001849929	0.000180718	0.0003990809	8.624025e-05	0.0004844997	0.0002252205	0.000836602	0.0005112286	0.0003046205	0.0006707173	0.0004044521	0.0004916616	0.0004602103	0.0005648642	0.0006015887	0.0007493725	0.0003883178	0.0002194163	0.0011915	0.0008106017	0.0004749239	0.0006860964	0.0007990878	0.0003450144	0.0002963396	0.0006548663	0.0001765225	0.0002416241	0.0001744589	0.0004472319	0.0008376702	0.0007961736	0.000205636	0.002600962	0.004047143	0.07325369	0.6160135	0.1175178	0.133575	0.281335	0.0887109	0.0841466	0.343329	0.0689033	0.0006919204	102.4353	0.262374	0.175451	0.267966	0.29421	0.3839865	0.0007118391	-7.533289	0.7558176	0.5712603
2320	-14034.31	-14222.28	187.9748	97.18964	0.1876132	0.0007249713	0.00141853	0.000260259	0.000359697	0.000600563	0.0009167324	0.0002259174	0.000656448	0.0002477156	0.0006246961	0.0004716373	0.0006128236	0.0003094356	0.0004238031	0.0007513796	0.0003666591	0.0009056306	0.0003515281	0.000578328	0.0004707682	0.0003353604	0.0002312291	0.0002533401	0.0004660787	0.0005250507	0.0002784046	0.0005753521	0.0009501051	0.0002166592	0.0002529971	0.0004688804	0.0002118638	0.0006272164	0.0001782054	0.0002187019	0.00036704	0.0002823424	0.0002764357	0.0009811072	0.0007564601	0.1094349	0.4166993	0.07817827	0.112701	0.270539	0.0952798	0.0770274	0.314282	0.130171	0.0004932588	97.18964	0.275305	0.180344	0.259307	0.285043	0.5833007	0.0004811541	-7.78531	0.5403464	0.2919742
2330	-14018.46	-14216.14	197.6839	131.1748	0.1015031	0.0002601836	0.0001624827	8.763958e-05	0.000186279	0.0003524397	0.000542707	0.0001535199	0.0002685835	0.0001168835	0.000174399	0.0002150216	0.0002191382	0.0001526022	0.000178438	0.0005427934	0.0001754174	0.0003854995	0.0002460935	0.000211331	0.0002530693	0.0002352071	0.0001592161	0.0003242441	0.0003843146	0.0002448798	0.0001248218	0.000465852	0.0005304874	0.0002965155	0.0004239521	0.0004606755	0.0003515391	0.0003316227	0.0001556836	0.0003150026	0.000829295	0.0003186472	0.000347699	0.0008196108	0.0004799339	0.01564118	0.8459044	0.08586192	0.140537	0.245403	0.0848075	0.0614117	0.358215	0.109626	0.000312093	131.1748	0.273002	0.172628	0.273559	0.280811	0.1540956	0.0003348666	-8.160261	0.5629967	0.3169652
2340	-14034.01	-14216.47	182.4627	92.22443	0.1393057	0.0007494395	0.000317598	6.497155e-05	0.0004303738	0.0004941471	0.001723414	9.7762e-05	0.0001381314	0.0002105239	0.0004554945	0.0002677252	0.0003820963	0.0001514971	0.0001665074	0.0009588595	0.0005796103	0.0003401021	0.000198084	0.0002491478	0.0001320132	0.0005055965	0.000175954	0.0001881811	0.0003737805	0.0006022544	0.0005872296	0.0005905529	0.001411348	0.0004609135	0.0002636586	0.0003220894	0.0003031155	0.0001655377	0.0005271002	0.0002013905	0.0006090879	0.0002753269	0.0001379968	0.0006576072	0.0004301519	0.09642412	0.3078234	0.04288154	0.168619	0.263624	0.0737698	0.0689299	0.319343	0.105714	0.0004224093	92.22443	0.280657	0.172012	0.263598	0.283733	0.6921766	0.0004512239	-7.925686	0.6665416	0.4442777
2350	-14025.61	-14220.07	194.46	115.4272	0.09745969	0.0002225289	0.0002164183	0.0001195204	0.0002023488	0.000417796	0.001074856	0.0001392423	0.0001511772	0.0002338628	0.000415737	0.0001855717	0.0004065831	0.0001807423	0.0002744022	0.0004884829	0.0006252131	0.0001947169	0.0002829865	0.0002501933	0.0003097967	0.0005788072	0.000160434	0.0003895778	0.0002782392	0.0003123921	0.0001168155	0.000682489	0.0007731448	0.0003995681	0.0001278762	0.000433953	0.0003090339	0.0001403333	0.0001685533	0.0002449076	0.0003016475	0.0001411379	0.0002508176	0.0007169426	0.0004913735	0.01926955	0.8022818	0.07819014	0.157906	0.259832	0.0958904	0.0606467	0.334606	0.0911196	0.0003352555	115.4272	0.274037	0.180128	0.258277	0.287558	0.1977182	0.0003803991	-8.056963	0.604439	0.3653465
2360	-14029.08	-14225.43	196.3513	109.3248	0.124042	0.0001270242	0.0001558715	0.0003327124	0.000164647	0.0001778874	0.0001695113	0.0002218911	0.0001481893	0.0002337254	0.0003477514	0.0004330122	0.0001637083	7.547985e-05	0.0001638443	0.00058972	0.0007554559	0.0003394294	0.000225029	0.0002916146	0.0003264294	0.0001057123	7.949975e-05	0.0003029149	0.0005701214	0.0001243965	0.000153109	0.0004527791	0.001024627	0.0002434536	0.0002506195	4.872563e-05	0.000319234	0.0001747522	0.0002122874	0.0002351761	0.0004734036	0.0002250126	0.0003770985	0.0005901516	0.0002935843	0.02393421	0.8070475	0.1001078	0.133328	0.253707	0.0904371	0.0984203	0.324781	0.0993264	0.0002924898	109.3248	0.273339	0.1765	0.275222	0.274939	0.1929525	0.0003161344	-8.288339	0.676751	0.4579919
2370	-14015.93	-14208.68	192.757	93.05613	0.1076832	0.0002426977	0.0002344504	0.0003144428	0.0001777648	0.0003056194	0.0003276961	8.783328e-05	0.0001612312	0.0003106566	0.0002052469	0.0005870892	8.902838e-05	0.0001357702	0.0001196254	0.00109185	0.0005973617	0.0004343978	0.0001991118	0.0002125204	0.0009772708	0.0001866135	0.0001288926	0.0003155662	0.0002483583	0.0001893163	0.0001154641	0.0001714006	0.0005043933	0.00017069	0.000173712	9.347712e-05	0.0001391853	0.0002867298	0.0001175121	0.0002975959	0.0002603514	0.0001464958	0.0004433932	0.0006167298	0.0005486265	0.06902355	0.3590128	0.03865965	0.16064	0.240155	0.0810336	0.0814137	0.329369	0.107389	0.0002991542	93.05613	0.272363	0.1781	0.269567	0.27997	0.6409872	0.0002476502	-8.490889	0.6122013	0.3747904
2380	-14030.43	-14218.35	187.9255	98.20737	0.08138546	0.0001921517	0.0001693539	0.0003188483	0.000248311	0.000248303	0.0006839087	0.0002007454	0.0001150221	0.0002203647	0.0009285381	0.0002323873	0.0004398882	0.0002743792	0.0005095198	0.0007673257	0.0009360546	0.0001873206	0.0002098779	8.590168e-05	0.0007637762	0.0002512825	0.0001711381	0.0001886722	0.0002208018	0.0001016627	0.0001669237	0.0001834305	0.0008189268	0.0002366193	0.0002246515	0.0001118831	0.0001468966	0.0004890467	0.0001012436	0.0004301093	0.0004151426	0.0001817878	0.000279174	0.0004856385	0.0009659084	0.01018851	0.8748117	0.07119695	0.138235	0.252658	0.087852	0.057951	0.366856	0.0964476	0.0003475729	98.20737	0.272899	0.175366	0.269117	0.282618	0.1251883	0.0003727117	-8.073533	0.5980422	0.3576545
2390	-14027.67	-14208.91	181.2382	99.13837	0.1034348	0.0005402915	0.0005001321	7.022466e-05	0.0002945131	0.0002232526	0.0005840354	0.0005805715	0.0002271042	0.0001313889	0.0006640282	0.0001092332	0.0003296267	0.0004823245	0.0006738992	0.0007899082	0.001168003	0.0001630473	0.0001817215	0.0001237347	0.0009200939	0.0002858244	5.594428e-05	0.0001307268	0.0003252897	0.0003194965	0.0008071176	0.0001222078	0.000423688	0.0002871446	0.0004671445	0.0002238025	0.0002291826	0.001314756	0.0002210338	0.0002761236	0.0004591583	0.0001935123	0.0001175503	0.0004873551	0.0006508739	0.03665274	0.645644	0.06678204	0.121967	0.269887	0.093638	0.0832692	0.337914	0.0933246	0.0004038767	99.13837	0.269579	0.177481	0.268498	0.284441	0.354356	0.0003911421	-8.10408	0.7178308	0.5152811
2400	-14042.06	-14225.47	183.4121	93.41012	0.1660043	0.000178404	6.911266e-05	0.0001039598	0.0001860147	0.001093727	0.001195025	0.000308724	0.0001840575	0.0001236913	0.0008163736	0.0001133327	0.0002406332	0.000273269	0.0004918863	0.0003655601	0.0009958634	0.0002098291	0.000108425	0.0002146937	0.000958718	0.0001952977	9.995581e-05	6.495367e-05	0.0001328011	7.193793e-05	0.0003707288	0.0001492984	0.0003162388	0.0001344643	0.0009871227	0.0004900074	0.0002108805	0.0002972537	8.862239e-05	0.0007222638	0.0004030193	4.756032e-05	0.0003295043	0.0005965795	0.0004386237	0.08831113	0.4680189	0.07769312	0.143294	0.27053	0.0938612	0.0952119	0.32496	0.0721432	0.0003594604	93.41012	0.271696	0.171711	0.271127	0.285467	0.5319811	0.0004291162	-8.222424	0.9681336	0.9372827
2410	-14028.19	-14217.99	189.793	83.82477	0.1176397	0.0007741611	0.0002792184	7.933841e-05	0.0003461874	0.0002774253	0.0004373642	0.0002319256	0.0001120233	0.000582331	0.0002276269	0.0002809684	0.0001240486	0.0003897026	0.0002265584	0.0004495585	0.000950197	0.0004868513	0.0001783704	0.000310308	0.0004404052	0.000601057	0.0001418178	0.0003197571	0.000201633	0.0001614788	0.000443732	0.000109695	0.001256192	0.0001364488	0.0005185741	8.266312e-05	0.000173967	0.0002176565	0.0003898761	0.0004707277	0.0002177549	0.0002175247	0.0001212216	0.0004202393	0.001120898	0.0307676	0.738459	0.08687208	0.102528	0.290679	0.095252	0.0863284	0.329775	0.0954382	0.0003626871	83.82477	0.265238	0.176321	0.274408	0.284033	0.261541	0.0003998855	-8.05751	0.682902	0.4663551
2420	-14024.32	-14208.1	183.7837	100.3004	0.1578777	0.0007066781	0.0002882547	0.0001263337	0.0001736003	0.0002272042	0.0009639192	0.000105061	0.0001746833	0.000284506	0.0007843339	0.0002415158	0.0003838947	0.0001744604	0.0007132465	0.001242217	0.001085875	0.0004273148	0.0003137829	0.0005532657	0.0007012123	0.0006061283	0.0001214115	0.0002813813	0.0002426782	0.0002150065	0.0007830352	0.0002711433	0.0003683526	0.0003257688	0.0008288445	0.0001501916	0.0004997557	0.0003968577	0.0002170376	0.0001637341	0.0003298993	0.0001390311	0.0002334491	0.000528831	0.001457463	0.03295046	0.7912913	0.1249273	0.139924	0.234014	0.0925905	0.0952075	0.362037	0.0762279	0.000445784	100.3004	0.272664	0.180546	0.268683	0.278107	0.2087087	0.0004386585	-7.916573	0.6079214	0.3695684
2430	-14030.35	-14212.8	182.4497	100.2434	0.1049038	0.000522264	0.000153053	6.898556e-05	0.0003853192	0.0003019732	0.0003403901	0.0008543739	0.000129131	0.0002079386	0.000398591	0.0003713172	0.0007845749	0.0002896144	0.0003074771	0.0008827877	0.001466201	0.0004334871	0.0004775463	0.0003489172	0.0008848912	0.000193938	0.0001504412	0.0003281766	0.000628238	0.0004416741	0.0005469612	0.0002201505	0.0003431358	0.0002028609	0.000867275	7.226419e-05	0.0004715662	0.0001556688	0.0005429734	0.0005169736	0.0003188458	9.33334e-05	0.000259924	0.0004860185	0.0007422062	0.004455327	0.9575294	0.1004485	0.156627	0.22601	0.0720875	0.0863942	0.358975	0.0999058	0.0004297865	100.2434	0.27305	0.174458	0.268176	0.284317	0.0424706	0.0005739137	-7.746024	0.7523202	0.5659856
2440	-14032.77	-14205.62	172.8505	96.26687	0.1876144	0.0003266426	0.0003142228	0.0004662683	0.0002142959	5.784822e-05	0.001101491	0.0002255131	0.0002924786	0.0004605771	0.0004340815	0.0008882377	0.0004892303	0.0006193147	0.0006960705	0.002659176	0.001200229	0.0009698148	0.0003264493	0.0007495424	0.000650139	9.395801e-05	0.0001007568	0.0001568373	0.0004060194	0.001119667	0.0008171967	0.0002281554	0.0007245727	0.0001759514	0.0004099707	3.918915e-05	0.0003241663	0.0004130326	0.0006070585	0.0001707334	0.0003469162	0.0001687947	0.0001986283	0.001166815	0.0005030457	0.1400206	0.253679	0.04759384	0.138171	0.234633	0.106526	0.068126	0.361391	0.091153	0.0005328272	96.26687	0.268038	0.182466	0.268184	0.281313	0.746321	0.0005606676	-7.979083	0.9926733	0.9854002
2450	-14037.94	-14213.28	175.3384	91.9306	0.1284275	0.001231278	0.0003576862	0.000127117	0.0001943365	0.0008594653	0.001627408	0.0005066466	0.0003446105	0.0002098848	0.0004598801	0.0001958113	0.000471643	0.0005085191	0.000224355	0.0007074232	0.001249837	0.0008997088	0.0002906103	0.0004052306	0.0009057445	0.0002131617	0.0001244023	0.0003412836	0.0006982687	0.0008806742	0.001195872	0.000181151	0.0005599261	8.972399e-05	0.0006157902	0.0001693372	0.0006830154	0.0006499145	0.0001764741	7.017545e-05	0.0001449767	0.0001832864	0.0001412728	0.0006446231	0.0003125402	0.08122723	0.3675247	0.04720028	0.168816	0.242307	0.0884816	0.0799209	0.334905	0.0855706	0.0004963266	91.9306	0.262013	0.183414	0.268339	0.286234	0.6324753	0.0005177197	-7.824773	0.7192995	0.5173918
2460	-14036.79	-14213.57	176.7773	97.433	0.1752268	0.0003410928	0.000526772	0.0002382473	0.0001447197	0.0002161174	0.001191783	0.0003469324	0.0001863764	0.0001917429	0.0003008177	0.0003342256	0.0002415275	0.0009209227	0.000291864	0.001443203	0.001818405	0.0005750597	0.0002980493	0.0004277142	0.0008915929	0.0003509753	0.0001193786	0.0001787722	0.0002745068	0.000134802	0.0008711023	0.0001574002	0.0008209561	9.876178e-05	0.0005963796	0.001025235	0.0001777204	0.001588118	0.0001167247	0.0002717922	0.0003002022	0.000158424	0.0003638314	0.0005021032	0.0005918129	0.08615432	0.5083267	0.08907245	0.148624	0.242967	0.0941573	0.0739128	0.332215	0.108124	0.0004906541	97.433	0.270997	0.171891	0.274616	0.282496	0.4916733	0.0004742466	-7.977828	0.8050401	0.6480896
2470	-14021.37	-14208.26	186.891	88.73028	0.1052268	0.0003597713	0.0002265579	0.0002932876	0.0001488568	0.0001760658	0.0008372471	0.0003148862	0.0003416335	0.0004467507	0.0001611424	9.2141e-05	0.0001959849	0.0003987795	0.0003209185	0.0004223941	0.001591087	0.0006689982	0.000189501	0.0002440966	0.001084606	0.0004059732	8.042544e-05	0.0002248636	0.0001768305	0.0002483809	0.0004983192	0.0003491495	0.0004874904	0.0001171971	0.001191459	0.0005862249	0.0001880635	0.0002983691	0.0001047735	7.781348e-05	0.0002021193	0.0002397347	0.0003319197	0.0006933988	0.0003012869	0.02726559	0.7408875	0.07796124	0.145636	0.263826	0.0841321	0.0651458	0.345683	0.0955771	0.0003829625	88.73028	0.273199	0.177963	0.269085	0.279752	0.2591125	0.0004981934	-7.918022	0.7918327	0.626999
2480	-14031.9	-14210.37	178.4675	112.6064	0.06663521	0.0002696168	0.0002042565	6.255811e-05	0.0001528073	8.546009e-05	0.0005321751	0.0007383536	8.398491e-05	0.0001517024	0.0003581467	0.0001274852	6.004039e-05	0.0001462244	0.0001905358	0.0006894864	0.0008997794	0.0003694347	0.0002260062	0.0001772891	0.0001560739	0.0004809132	8.650259e-05	0.0002831059	0.0001412359	7.516425e-05	0.0004325327	0.00173795	0.001471598	0.0002372418	0.0003847455	0.0003415454	0.0002113614	0.0007108449	0.000275377	0.0001053429	0.0001371137	0.0001242697	0.0001304251	0.0006344531	0.0006155449	0.03864773	0.4200104	0.02798748	0.14145	0.248622	0.0841193	0.106554	0.323692	0.0955626	0.0003574671	112.6064	0.265055	0.177154	0.267218	0.290573	0.5799896	0.000297571	-8.346562	0.6733565	0.453409
2490	-14033.07	-14210.98	177.9056	101.356	0.167285	0.0001153135	0.000125655	0.0001004359	0.0001969951	9.846281e-05	0.0005355545	0.0004854696	0.0001488444	0.000204044	0.0001613581	0.0001368821	0.000179816	0.0001999621	0.0004880971	0.001205698	0.0009022171	0.000553423	0.0003470755	0.000322342	0.0001449582	0.0002997418	0.0001274709	0.0002425905	0.0003194224	0.0001526031	0.0012583	0.0002496076	0.001370693	0.0003118245	0.0003342259	0.0005905481	0.0002224605	0.0007617383	0.0002131144	0.0004291211	0.0009004829	2.744043e-05	0.0002794488	0.0007410176	0.0006093096	0.08021882	0.5204661	0.08706618	0.149006	0.249652	0.0962139	0.098649	0.338197	0.068282	0.0004023441	101.356	0.270113	0.186536	0.264	0.279351	0.4795339	0.0004281277	-8.266273	1.010132	1.020368
2500	-14050.3	-14218.35	168.0578	84.17194	0.1212652	0.001323972	0.0001383436	0.0001879036	0.0004408708	3.600803e-05	0.002397953	0.0001875346	0.0001958528	0.0001157078	0.0001873245	0.0001036509	0.0004722535	0.0002083748	3.282475e-05	0.0006174756	0.001171761	0.0004319536	0.0002824064	0.0002244116	0.0008534321	0.00163093	0.0001717843	0.0001903839	0.0004363583	0.0001628168	0.001133742	0.0004213498	0.0008725392	0.0001970153	0.0002625922	0.0001629956	5.989708e-05	0.0009639783	0.0001403679	0.001206522	0.0002566039	0.0001132489	0.0006326239	0.001008875	0.0006767796	0.06296729	0.4807471	0.05829789	0.170317	0.307473	0.0851073	0.0546867	0.286058	0.0963577	0.0005077855	84.17194	0.267576	0.176744	0.27476	0.280919	0.5192529	0.0007892106	-8.036348	1.335568	1.783741
2510	-14050.07	-14219.04	168.9668	82.27221	0.1184332	0.0005096413	0.0001347807	0.0001100981	0.0001925331	0.0002098263	0.001280707	0.0004066159	0.0001800334	0.0002534682	0.002053667	0.0001859786	0.0007195678	0.0004425582	0.003028627	0.0008473123	0.001728113	0.00120597	0.0002892844	0.0005108128	0.001383537	0.0001078379	0.0001140105	0.0001279463	0.0002377506	0.0002587555	0.000431629	0.0001927842	2.451627e-05	0.0002128454	0.0004746871	0.0002751118	0.0006205672	0.0002157927	0.0003476615	0.0005990542	5.282199e-05	0.0001678154	0.0001626433	0.000516457	0.001037659	0.01665994	0.8593304	0.1017732	0.13438	0.262046	0.106321	0.0865192	0.310647	0.100086	0.000546287	82.27221	0.27185	0.176667	0.272685	0.278798	0.1406696	0.0004656031	-8.110558	0.9363554	0.8767615
2520	-14051.27	-14210.19	158.924	105.6144	0.2114661	0.0003155724	9.207416e-05	7.401593e-05	0.0004300935	2.567094e-05	0.001481838	0.001070622	0.0001053887	0.0007920647	0.001330128	0.0005396271	0.0008497262	0.0001320355	0.0008857188	0.0003460957	0.001995482	0.0002857876	0.0004840863	0.0002972015	0.001071793	0.003116566	0.0001023912	5.717854e-05	3.027855e-05	0.0006048528	0.0003868692	8.817901e-05	0.0002430113	0.0005004464	0.0005713837	0.0002127069	4.642672e-05	0.0001445711	0.0005728717	0.0001371261	0.0001332258	3.183921e-05	0.001294369	0.0003386921	0.0009398674	0.1252751	0.4075877	0.08619095	0.131466	0.258918	0.0858546	0.0674776	0.376792	0.0794913	0.0005539469	105.6144	0.270468	0.171916	0.27617	0.281446	0.5924123	0.0006822181	-8.092599	1.266837	1.604876
2530	-14035.65	-14215.22	179.5646	101.2953	0.1237906	0.0007328592	9.776182e-05	6.275728e-05	8.849139e-05	0.0001559761	0.0004371854	0.0002599823	9.498704e-05	0.0001355657	0.0004189934	0.0002405692	0.0002774766	0.0002573715	0.0002363	0.000781972	0.002405578	0.0002604806	0.0003104308	0.0002968306	0.0005382706	0.0002277666	9.277954e-05	5.441902e-05	0.0003342048	0.00085534	0.0002059875	0.0004504196	0.001493492	0.0003650262	0.0002273973	0.0001370866	8.804377e-05	0.0001686414	0.000191504	0.0001313864	0.0001954121	4.836804e-05	0.0003674736	0.0002711395	0.0006789923	0.1014788	0.180238	0.02231176	0.158641	0.265553	0.103601	0.0504044	0.33186	0.0899399	0.000366868	101.2953	0.268705	0.182744	0.271026	0.277525	0.819762	0.0005162271	-8.114145	1.044204	1.090362
2540	-14037.61	-14206.15	168.5433	88.21892	0.1264846	0.0002726253	0.0003552536	5.978208e-05	5.988255e-05	0.0003248717	0.0007003008	0.0006467648	0.00019466	0.0008353988	0.0001573866	3.162209e-05	0.00180091	0.0001129327	0.0001057132	0.001125735	0.002251993	0.000480281	0.0003434574	0.0003288397	0.000467356	0.0002575955	4.063123e-05	0.0001652833	0.0004580048	0.0006376845	0.0004982359	8.898911e-05	0.002387603	0.0001074136	0.0003067967	0.0005199481	0.0003807147	4.128646e-05	0.0002004033	0.0001232274	0.0002428283	5.344383e-05	0.0001006238	0.0004538443	0.0007250129	0.08728358	0.309927	0.03920099	0.150999	0.247128	0.0926224	0.0902136	0.32891	0.0901281	0.0004611334	88.21892	0.266642	0.177006	0.269239	0.287113	0.690073	0.0004705792	-8.470224	1.271753	1.617355
2550	-14041.84	-14213.7	171.8593	107.6697	0.1025892	0.0002730356	0.0002993613	2.401314e-05	1.223413e-05	2.70618e-05	0.000797758	0.0002639947	0.0001366069	0.0002579672	0.0008107934	8.89666e-05	0.0002845433	0.0001759223	0.0004711982	0.001563147	0.001694168	0.000171314	0.0002925768	0.0001816024	0.0004073976	3.037229e-05	3.321717e-05	2.322705e-05	0.0002335258	0.0005405287	0.0001032398	3.850249e-05	0.001858605	0.0003488785	0.0001565101	0.0005974618	0.0002052432	0.0001243146	6.927147e-05	5.988779e-05	0.0002158893	3.084288e-05	9.412789e-05	0.0001912299	0.000312006	0.03048107	0.7028822	0.0721081	0.149275	0.250523	0.0642847	0.102562	0.358284	0.0750713	0.0003375136	107.6697	0.276653	0.181075	0.264667	0.277605	0.2971178	0.0005564782	-8.262572	1.239911	1.537379
