state	power	likelihood
570	0.280503	-14294.6
580	0.280503	-14297.4
590	0.280503	-14292.2
600	0.280503	-14289.7
610	0.280503	-14286.9
620	0.280503	-14281.4
630	0.280503	-14285.3
640	0.280503	-14281.7
650	0.280503	-14261
660	0.280503	-14307.3
670	0.280503	-14283.2
680	0.280503	-14293.4
690	0.280503	-14301.7
700	0.280503	-14312.8
710	0.280503	-14289.8
720	0.280503	-14300.6
730	0.280503	-14277.8
740	0.280503	-14281.1
750	0.280503	-14309.8
760	0.280503	-14298.4
770	0.280503	-14313.4
780	0.280503	-14299.2
790	0.280503	-14305.3
800	0.280503	-14302.3
810	0.280503	-14313.4
820	0.280503	-14270
830	0.280503	-14280.8
840	0.280503	-14284.8
850	0.280503	-14299.3
860	0.280503	-14296.2
870	0.280503	-14302.1
880	0.280503	-14298.5
890	0.280503	-14308.3
900	0.280503	-14311.4
910	0.280503	-14301.8
920	0.280503	-14307.6
930	0.280503	-14305.5
940	0.280503	-14293.4
950	0.280503	-14298.4
960	0.280503	-14286.4
970	0.280503	-14293.1
980	0.280503	-14310.4
990	0.280503	-14305.9
1000	0.280503	-14312.9
260	0.245487	-14340.7
270	0.245487	-14310.2
280	0.245487	-14291.1
290	0.245487	-14317.5
300	0.245487	-14281.5
310	0.245487	-14337.4
320	0.245487	-14337.5
330	0.245487	-14312.8
340	0.245487	-14309.5
350	0.245487	-14299.8
360	0.245487	-14317.9
370	0.245487	-14332.9
380	0.245487	-14312.2
390	0.245487	-14298.1
400	0.245487	-14301.5
410	0.245487	-14323
420	0.245487	-14302.8
430	0.245487	-14312.9
440	0.245487	-14283.3
450	0.245487	-14292
460	0.245487	-14297.2
470	0.245487	-14303.2
480	0.245487	-14333.6
490	0.245487	-14299.6
500	0.245487	-14311.4
510	0.245487	-14336.9
520	0.245487	-14321.2
530	0.245487	-14291.4
540	0.245487	-14299.1
550	0.245487	-14284.5
560	0.245487	-14270.9
570	0.245487	-14282.5
580	0.245487	-14309.7
590	0.245487	-14328.2
600	0.245487	-14315
610	0.245487	-14320.6
620	0.245487	-14287
630	0.245487	-14276.8
640	0.245487	-14291.8
650	0.245487	-14304.7
660	0.245487	-14315.5
670	0.245487	-14283.5
680	0.245487	-14310.9
690	0.245487	-14296.8
700	0.245487	-14297.8
710	0.245487	-14271.1
720	0.245487	-14303.9
730	0.245487	-14265.8
740	0.245487	-14267.2
750	0.245487	-14295.2
760	0.245487	-14295.6
770	0.245487	-14286.7
780	0.245487	-14327
790	0.245487	-14327.2
800	0.245487	-14304.9
