Iteration	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	simmap
6980	{2,0.0649467:3,0.450884:1,0.484169}	{1,0.956522}	{1,0.913043}	{1,0.869565}	{2,0.130435}	{1,0.0869565}	{1,0.0434783}	{2,0.0434783}	{1,0.652174}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.130435}	{1,0.0869565}	{1,0.0434783}	{1,0.0434783}	{2,0.130435}	{2,0.0869565}	{2,0.0434783}	{2,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0869565}	{1,0.0434783}	{1,0.521739}	{2,0.0434783}	{2,0.0434783}	{2,0.0680387:3,0.195043:1,0.0847443}	{1,0.0434783}	{1,0.0434783}	{1,0.0869565}	{1,0.173913}	{1,0.0869565}	{1,0.26087}	{1,0.173913}	{1,0.130435}	{1,0.0434783}	{1,0.173913}	{3,0.0434783}	{3,0.0434783}	{3,0.149779:1,0.545873}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0}	((((((((U_acuminata:{1,0.0869565},(U_kirkiana:{1,0.0434783},U_sansibarica:{1,0.0434783}):{1,0.0434783}):{1,0.521739},((((U_bojeri_1:{2,0.0434783},U_bojeri_2:{2,0.0434783}):{2,0.0434783},U_louvelii:{2,0.0869565}):{2,0.0434783},U_littoralis:{2,0.130435}):{2,0.0680387:3,0.195043:1,0.0847443},(((((U_lissopyrena:{1,0.0434783},U_togoensis:{1,0.0434783}):{1,0.0434783},U_staudtii:{1,0.0869565}):{1,0.0434783},U_pilosa:{1,0.130435}):{1,0.0869565},(U_mole:{1,0.0434783},U_vanhouttei:{1,0.0434783}):{1,0.173913}):{1,0.0869565},(U_pynaertii:{1,0.0434783},U_rufopilosa:{1,0.0434783}):{1,0.26087}):{1,0.173913}):{1,0.130435}):{1,0.0434783},U_teusczii_f_teusczii:{1,0.652174}):{1,0.173913},(((U_ambanjensis:{2,0.0434783},U_teusczii_f_pilosa:{1,0.0434783}):{3,0.0434783},U_guineensis:{1,0.0869565}):{3,0.0434783},U_densifolia:{2,0.130435}):{3,0.149779:1,0.545873}):{1,0.0434783},U_heudelotii:{1,0.869565}):{1,0.0434783},U_nitida:{1,0.913043}):{1,0.0434783},Spondianthus_preussii:{1,0.956522}):{1,0.0434783},U_amplifolia:{2,0.0649467:3,0.450884:1,0.484169});
6990	{2,1}	{1,0.956522}	{1,0.913043}	{1,0.869565}	{2,0.130435}	{1,0.0869565}	{1,0.0122001:3,0.0140644:2,0.0172138}	{2,0.0434783}	{1,0.652174}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.130435}	{1,0.0869565}	{1,0.0434783}	{1,0.0434783}	{2,0.130435}	{2,0.0869565}	{2,0.0434783}	{2,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0869565}	{1,0.0434783}	{1,0.521739}	{2,0.0434783}	{2,0.0434783}	{2,0.0316569:3,0.157942:1,0.158227}	{1,0.0434783}	{1,0.0434783}	{1,0.0869565}	{1,0.173913}	{1,0.0869565}	{1,0.26087}	{1,0.173913}	{1,0.130435}	{1,0.0434783}	{1,0.173913}	{2,0.0434783}	{3,0.0434783}	{3,0.66734:1,0.0283119}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{3,0}	((((((((U_acuminata:{1,0.0869565},(U_kirkiana:{1,0.0434783},U_sansibarica:{1,0.0434783}):{1,0.0434783}):{1,0.521739},((((U_bojeri_1:{2,0.0434783},U_bojeri_2:{2,0.0434783}):{2,0.0434783},U_louvelii:{2,0.0869565}):{2,0.0434783},U_littoralis:{2,0.130435}):{2,0.0316569:3,0.157942:1,0.158227},(((((U_lissopyrena:{1,0.0434783},U_togoensis:{1,0.0434783}):{1,0.0434783},U_staudtii:{1,0.0869565}):{1,0.0434783},U_pilosa:{1,0.130435}):{1,0.0869565},(U_mole:{1,0.0434783},U_vanhouttei:{1,0.0434783}):{1,0.173913}):{1,0.0869565},(U_pynaertii:{1,0.0434783},U_rufopilosa:{1,0.0434783}):{1,0.26087}):{1,0.173913}):{1,0.130435}):{1,0.0434783},U_teusczii_f_teusczii:{1,0.652174}):{1,0.173913},(((U_ambanjensis:{2,0.0434783},U_teusczii_f_pilosa:{1,0.0122001:3,0.0140644:2,0.0172138}):{2,0.0434783},U_guineensis:{1,0.0869565}):{3,0.0434783},U_densifolia:{2,0.130435}):{3,0.66734:1,0.0283119}):{1,0.0434783},U_heudelotii:{1,0.869565}):{1,0.0434783},U_nitida:{1,0.913043}):{1,0.0434783},Spondianthus_preussii:{1,0.956522}):{1,0.0434783},U_amplifolia:{2,1});
7000	{2,0.106573:3,0.467164:2,0.426263}	{1,0.299994:3,0.62353:1,0.0329979}	{1,0.913043}	{1,0.869565}	{2,0.130435}	{1,0.0869565}	{1,0.0434783}	{2,0.0434783}	{1,0.435539:3,0.0547235:1,0.161912}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.130435}	{1,0.0869565}	{1,0.0434783}	{1,0.0434783}	{2,0.130435}	{2,0.014887:3,0.0170228:2,0.0550467}	{2,0.0434783}	{2,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0869565}	{1,0.0434783}	{1,0.521739}	{2,0.0434783}	{2,0.0434783}	{2,0.0555961:3,0.276055:1,0.0161746}	{1,0.0434783}	{1,0.0434783}	{1,0.0869565}	{1,0.173913}	{1,0.0869565}	{1,0.26087}	{1,0.173913}	{1,0.130435}	{1,0.0434783}	{1,0.173913}	{3,0.0434783}	{3,0.0230515:2,0.0204268}	{2,0.0167518:3,0.385826:1,0.293074}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{3,0}	((((((((U_acuminata:{1,0.0869565},(U_kirkiana:{1,0.0434783},U_sansibarica:{1,0.0434783}):{1,0.0434783}):{1,0.521739},((((U_bojeri_1:{2,0.0434783},U_bojeri_2:{2,0.0434783}):{2,0.0434783},U_louvelii:{2,0.014887:3,0.0170228:2,0.0550467}):{2,0.0434783},U_littoralis:{2,0.130435}):{2,0.0555961:3,0.276055:1,0.0161746},(((((U_lissopyrena:{1,0.0434783},U_togoensis:{1,0.0434783}):{1,0.0434783},U_staudtii:{1,0.0869565}):{1,0.0434783},U_pilosa:{1,0.130435}):{1,0.0869565},(U_mole:{1,0.0434783},U_vanhouttei:{1,0.0434783}):{1,0.173913}):{1,0.0869565},(U_pynaertii:{1,0.0434783},U_rufopilosa:{1,0.0434783}):{1,0.26087}):{1,0.173913}):{1,0.130435}):{1,0.0434783},U_teusczii_f_teusczii:{1,0.435539:3,0.0547235:1,0.161912}):{1,0.173913},(((U_ambanjensis:{2,0.0434783},U_teusczii_f_pilosa:{1,0.0434783}):{3,0.0434783},U_guineensis:{1,0.0869565}):{3,0.0230515:2,0.0204268},U_densifolia:{2,0.130435}):{2,0.0167518:3,0.385826:1,0.293074}):{1,0.0434783},U_heudelotii:{1,0.869565}):{1,0.0434783},U_nitida:{1,0.913043}):{1,0.0434783},Spondianthus_preussii:{1,0.299994:3,0.62353:1,0.0329979}):{1,0.0434783},U_amplifolia:{2,0.106573:3,0.467164:2,0.426263});
7010	{2,1}	{1,0.956522}	{1,0.913043}	{1,0.869565}	{2,0.130435}	{1,0.0869565}	{1,0.0434783}	{2,0.0434783}	{1,0.652174}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.130435}	{1,0.0869565}	{1,0.0434783}	{1,0.0434783}	{2,0.130435}	{2,0.0869565}	{2,0.0434783}	{2,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0869565}	{1,0.0434783}	{1,0.521739}	{2,0.0434783}	{2,0.0434783}	{2,0.347826}	{1,0.0434783}	{1,0.0434783}	{1,0.0869565}	{1,0.173913}	{1,0.0869565}	{1,0.26087}	{1,0.173913}	{3,0.0698248:1,0.06061}	{1,0.0434783}	{1,0.173913}	{3,0.0434783}	{3,0.0434783}	{3,0.00891656:1,0.686736}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{3,0}	((((((((U_acuminata:{1,0.0869565},(U_kirkiana:{1,0.0434783},U_sansibarica:{1,0.0434783}):{1,0.0434783}):{1,0.521739},((((U_bojeri_1:{2,0.0434783},U_bojeri_2:{2,0.0434783}):{2,0.0434783},U_louvelii:{2,0.0869565}):{2,0.0434783},U_littoralis:{2,0.130435}):{2,0.347826},(((((U_lissopyrena:{1,0.0434783},U_togoensis:{1,0.0434783}):{1,0.0434783},U_staudtii:{1,0.0869565}):{1,0.0434783},U_pilosa:{1,0.130435}):{1,0.0869565},(U_mole:{1,0.0434783},U_vanhouttei:{1,0.0434783}):{1,0.173913}):{1,0.0869565},(U_pynaertii:{1,0.0434783},U_rufopilosa:{1,0.0434783}):{1,0.26087}):{1,0.173913}):{3,0.0698248:1,0.06061}):{1,0.0434783},U_teusczii_f_teusczii:{1,0.652174}):{1,0.173913},(((U_ambanjensis:{2,0.0434783},U_teusczii_f_pilosa:{1,0.0434783}):{3,0.0434783},U_guineensis:{1,0.0869565}):{3,0.0434783},U_densifolia:{2,0.130435}):{3,0.00891656:1,0.686736}):{1,0.0434783},U_heudelotii:{1,0.869565}):{1,0.0434783},U_nitida:{1,0.913043}):{1,0.0434783},Spondianthus_preussii:{1,0.956522}):{1,0.0434783},U_amplifolia:{2,1});
7020	{2,1}	{1,0.956522}	{1,0.913043}	{1,0.869565}	{2,0.130435}	{1,0.0869565}	{1,0.0434783}	{2,0.0434783}	{1,0.652174}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.130435}	{1,0.0869565}	{1,0.0434783}	{1,0.0434783}	{2,0.130435}	{2,0.0869565}	{2,0.0434783}	{2,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0869565}	{1,0.0434783}	{1,0.521739}	{2,0.0434783}	{2,0.0434783}	{2,0.0676787:3,0.223418:1,0.0567299}	{1,0.0434783}	{1,0.0434783}	{1,0.0869565}	{1,0.173913}	{1,0.0869565}	{1,0.26087}	{1,0.173913}	{1,0.130435}	{1,0.0434783}	{1,0.173913}	{3,0.0434783}	{3,0.0434783}	{3,0.0490464:1,0.646606}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{3,0}	((((((((U_acuminata:{1,0.0869565},(U_kirkiana:{1,0.0434783},U_sansibarica:{1,0.0434783}):{1,0.0434783}):{1,0.521739},((((U_bojeri_1:{2,0.0434783},U_bojeri_2:{2,0.0434783}):{2,0.0434783},U_louvelii:{2,0.0869565}):{2,0.0434783},U_littoralis:{2,0.130435}):{2,0.0676787:3,0.223418:1,0.0567299},(((((U_lissopyrena:{1,0.0434783},U_togoensis:{1,0.0434783}):{1,0.0434783},U_staudtii:{1,0.0869565}):{1,0.0434783},U_pilosa:{1,0.130435}):{1,0.0869565},(U_mole:{1,0.0434783},U_vanhouttei:{1,0.0434783}):{1,0.173913}):{1,0.0869565},(U_pynaertii:{1,0.0434783},U_rufopilosa:{1,0.0434783}):{1,0.26087}):{1,0.173913}):{1,0.130435}):{1,0.0434783},U_teusczii_f_teusczii:{1,0.652174}):{1,0.173913},(((U_ambanjensis:{2,0.0434783},U_teusczii_f_pilosa:{1,0.0434783}):{3,0.0434783},U_guineensis:{1,0.0869565}):{3,0.0434783},U_densifolia:{2,0.130435}):{3,0.0490464:1,0.646606}):{1,0.0434783},U_heudelotii:{1,0.869565}):{1,0.0434783},U_nitida:{1,0.913043}):{1,0.0434783},Spondianthus_preussii:{1,0.956522}):{1,0.0434783},U_amplifolia:{2,1});
7030	{2,1}	{1,0.956522}	{1,0.913043}	{1,0.103595:3,0.636246:1,0.129724}	{2,0.130435}	{1,0.0869565}	{1,0.0434783}	{2,0.00297406:3,0.0405042}	{1,0.652174}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.130435}	{1,0.0869565}	{1,0.0434783}	{1,0.0434783}	{2,0.130435}	{2,0.0869565}	{2,0.0434783}	{2,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0869565}	{1,0.0434783}	{1,0.521739}	{2,0.0434783}	{2,0.0434783}	{2,0.15431:3,0.107973:1,0.0855425}	{1,0.0434783}	{1,0.0434783}	{1,0.0869565}	{1,0.173913}	{1,0.0869565}	{1,0.26087}	{1,0.173913}	{1,0.130435}	{1,0.0434783}	{1,0.173913}	{3,0.0434783}	{3,0.0434783}	{3,0.604072:1,0.0915805}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{3,0}	((((((((U_acuminata:{1,0.0869565},(U_kirkiana:{1,0.0434783},U_sansibarica:{1,0.0434783}):{1,0.0434783}):{1,0.521739},((((U_bojeri_1:{2,0.0434783},U_bojeri_2:{2,0.0434783}):{2,0.0434783},U_louvelii:{2,0.0869565}):{2,0.0434783},U_littoralis:{2,0.130435}):{2,0.15431:3,0.107973:1,0.0855425},(((((U_lissopyrena:{1,0.0434783},U_togoensis:{1,0.0434783}):{1,0.0434783},U_staudtii:{1,0.0869565}):{1,0.0434783},U_pilosa:{1,0.130435}):{1,0.0869565},(U_mole:{1,0.0434783},U_vanhouttei:{1,0.0434783}):{1,0.173913}):{1,0.0869565},(U_pynaertii:{1,0.0434783},U_rufopilosa:{1,0.0434783}):{1,0.26087}):{1,0.173913}):{1,0.130435}):{1,0.0434783},U_teusczii_f_teusczii:{1,0.652174}):{1,0.173913},(((U_ambanjensis:{2,0.00297406:3,0.0405042},U_teusczii_f_pilosa:{1,0.0434783}):{3,0.0434783},U_guineensis:{1,0.0869565}):{3,0.0434783},U_densifolia:{2,0.130435}):{3,0.604072:1,0.0915805}):{1,0.0434783},U_heudelotii:{1,0.103595:3,0.636246:1,0.129724}):{1,0.0434783},U_nitida:{1,0.913043}):{1,0.0434783},Spondianthus_preussii:{1,0.956522}):{1,0.0434783},U_amplifolia:{2,1});
7040	{2,0.323073:3,0.499469:1,0.177458}	{1,0.956522}	{1,0.913043}	{1,0.869565}	{2,0.130435}	{1,0.0869565}	{1,0.0434783}	{2,0.0434783}	{1,0.652174}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.130435}	{1,0.0869565}	{1,0.0434783}	{1,0.0434783}	{2,0.130435}	{2,0.0869565}	{2,0.0434783}	{2,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0869565}	{1,0.0434783}	{1,0.521739}	{2,0.0434783}	{2,0.0434783}	{2,0.0953809:3,0.252445}	{1,0.0434783}	{1,0.0434783}	{1,0.0869565}	{1,0.173913}	{1,0.0869565}	{1,0.26087}	{1,0.173913}	{3,0.116882:1,0.0135528}	{1,0.0434783}	{1,0.173913}	{3,0.0434783}	{3,0.0434783}	{3,0.0866577:1,0.608994}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0}	((((((((U_acuminata:{1,0.0869565},(U_kirkiana:{1,0.0434783},U_sansibarica:{1,0.0434783}):{1,0.0434783}):{1,0.521739},((((U_bojeri_1:{2,0.0434783},U_bojeri_2:{2,0.0434783}):{2,0.0434783},U_louvelii:{2,0.0869565}):{2,0.0434783},U_littoralis:{2,0.130435}):{2,0.0953809:3,0.252445},(((((U_lissopyrena:{1,0.0434783},U_togoensis:{1,0.0434783}):{1,0.0434783},U_staudtii:{1,0.0869565}):{1,0.0434783},U_pilosa:{1,0.130435}):{1,0.0869565},(U_mole:{1,0.0434783},U_vanhouttei:{1,0.0434783}):{1,0.173913}):{1,0.0869565},(U_pynaertii:{1,0.0434783},U_rufopilosa:{1,0.0434783}):{1,0.26087}):{1,0.173913}):{3,0.116882:1,0.0135528}):{1,0.0434783},U_teusczii_f_teusczii:{1,0.652174}):{1,0.173913},(((U_ambanjensis:{2,0.0434783},U_teusczii_f_pilosa:{1,0.0434783}):{3,0.0434783},U_guineensis:{1,0.0869565}):{3,0.0434783},U_densifolia:{2,0.130435}):{3,0.0866577:1,0.608994}):{1,0.0434783},U_heudelotii:{1,0.869565}):{1,0.0434783},U_nitida:{1,0.913043}):{1,0.0434783},Spondianthus_preussii:{1,0.956522}):{1,0.0434783},U_amplifolia:{2,0.323073:3,0.499469:1,0.177458});
7050	{2,1}	{1,0.956522}	{1,0.913043}	{1,0.869565}	{2,0.130435}	{1,0.0869565}	{1,0.0434783}	{2,0.0434783}	{1,0.652174}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.130435}	{1,0.0869565}	{1,0.0434783}	{1,0.0434783}	{2,0.130435}	{2,0.0869565}	{2,0.0434783}	{2,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0869565}	{1,0.0434783}	{1,0.521739}	{2,0.0434783}	{2,0.0434783}	{2,0.347826}	{1,0.0434783}	{1,0.0434783}	{1,0.0869565}	{1,0.173913}	{1,0.0869565}	{1,0.26087}	{1,0.173913}	{3,0.121649:1,0.00878543}	{1,0.0434783}	{1,0.173913}	{3,0.0434783}	{3,0.0434783}	{3,0.500332:1,0.195321}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{3,0}	((((((((U_acuminata:{1,0.0869565},(U_kirkiana:{1,0.0434783},U_sansibarica:{1,0.0434783}):{1,0.0434783}):{1,0.521739},((((U_bojeri_1:{2,0.0434783},U_bojeri_2:{2,0.0434783}):{2,0.0434783},U_louvelii:{2,0.0869565}):{2,0.0434783},U_littoralis:{2,0.130435}):{2,0.347826},(((((U_lissopyrena:{1,0.0434783},U_togoensis:{1,0.0434783}):{1,0.0434783},U_staudtii:{1,0.0869565}):{1,0.0434783},U_pilosa:{1,0.130435}):{1,0.0869565},(U_mole:{1,0.0434783},U_vanhouttei:{1,0.0434783}):{1,0.173913}):{1,0.0869565},(U_pynaertii:{1,0.0434783},U_rufopilosa:{1,0.0434783}):{1,0.26087}):{1,0.173913}):{3,0.121649:1,0.00878543}):{1,0.0434783},U_teusczii_f_teusczii:{1,0.652174}):{1,0.173913},(((U_ambanjensis:{2,0.0434783},U_teusczii_f_pilosa:{1,0.0434783}):{3,0.0434783},U_guineensis:{1,0.0869565}):{3,0.0434783},U_densifolia:{2,0.130435}):{3,0.500332:1,0.195321}):{1,0.0434783},U_heudelotii:{1,0.869565}):{1,0.0434783},U_nitida:{1,0.913043}):{1,0.0434783},Spondianthus_preussii:{1,0.956522}):{1,0.0434783},U_amplifolia:{2,1});
7060	{2,0.491686:3,0.508314}	{1,0.36384:3,0.100725:1,0.491957}	{1,0.913043}	{1,0.869565}	{2,0.130435}	{1,0.0869565}	{1,0.0434783}	{2,0.0434783}	{1,0.652174}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.130435}	{1,0.0869565}	{1,0.0434783}	{1,0.0434783}	{2,0.130435}	{2,0.0869565}	{2,0.0434783}	{2,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0869565}	{1,0.0434783}	{1,0.521739}	{2,0.0434783}	{2,0.0434783}	{2,0.347826}	{1,0.0434783}	{1,0.0434783}	{1,0.0869565}	{1,0.173913}	{1,0.0869565}	{1,0.26087}	{1,0.173913}	{3,0.0671238:1,0.063311}	{1,0.0434783}	{1,0.173913}	{3,0.0434783}	{3,0.0434783}	{3,0.379667:1,0.315985}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{3,0}	((((((((U_acuminata:{1,0.0869565},(U_kirkiana:{1,0.0434783},U_sansibarica:{1,0.0434783}):{1,0.0434783}):{1,0.521739},((((U_bojeri_1:{2,0.0434783},U_bojeri_2:{2,0.0434783}):{2,0.0434783},U_louvelii:{2,0.0869565}):{2,0.0434783},U_littoralis:{2,0.130435}):{2,0.347826},(((((U_lissopyrena:{1,0.0434783},U_togoensis:{1,0.0434783}):{1,0.0434783},U_staudtii:{1,0.0869565}):{1,0.0434783},U_pilosa:{1,0.130435}):{1,0.0869565},(U_mole:{1,0.0434783},U_vanhouttei:{1,0.0434783}):{1,0.173913}):{1,0.0869565},(U_pynaertii:{1,0.0434783},U_rufopilosa:{1,0.0434783}):{1,0.26087}):{1,0.173913}):{3,0.0671238:1,0.063311}):{1,0.0434783},U_teusczii_f_teusczii:{1,0.652174}):{1,0.173913},(((U_ambanjensis:{2,0.0434783},U_teusczii_f_pilosa:{1,0.0434783}):{3,0.0434783},U_guineensis:{1,0.0869565}):{3,0.0434783},U_densifolia:{2,0.130435}):{3,0.379667:1,0.315985}):{1,0.0434783},U_heudelotii:{1,0.869565}):{1,0.0434783},U_nitida:{1,0.913043}):{1,0.0434783},Spondianthus_preussii:{1,0.36384:3,0.100725:1,0.491957}):{1,0.0434783},U_amplifolia:{2,0.491686:3,0.508314});
7070	{2,1}	{1,0.956522}	{1,0.913043}	{1,0.869565}	{2,0.130435}	{1,0.0869565}	{1,0.0434783}	{2,0.0434783}	{1,0.652174}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.130435}	{1,0.0869565}	{1,0.0434783}	{1,0.0434783}	{2,0.130435}	{2,0.0869565}	{2,0.0434783}	{2,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0869565}	{1,0.0434783}	{1,0.521739}	{2,0.0434783}	{2,0.0434783}	{2,0.347826}	{1,0.0434783}	{1,0.0434783}	{1,0.0869565}	{1,0.173913}	{1,0.0869565}	{1,0.0419568:3,0.218913}	{3,0.0626341:1,0.111279}	{3,0.071119:1,0.0593158}	{1,0.0434783}	{1,0.173913}	{3,0.0434783}	{3,0.0434783}	{3,0.138382:1,0.557271}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{3,0}	((((((((U_acuminata:{1,0.0869565},(U_kirkiana:{1,0.0434783},U_sansibarica:{1,0.0434783}):{1,0.0434783}):{1,0.521739},((((U_bojeri_1:{2,0.0434783},U_bojeri_2:{2,0.0434783}):{2,0.0434783},U_louvelii:{2,0.0869565}):{2,0.0434783},U_littoralis:{2,0.130435}):{2,0.347826},(((((U_lissopyrena:{1,0.0434783},U_togoensis:{1,0.0434783}):{1,0.0434783},U_staudtii:{1,0.0869565}):{1,0.0434783},U_pilosa:{1,0.130435}):{1,0.0869565},(U_mole:{1,0.0434783},U_vanhouttei:{1,0.0434783}):{1,0.173913}):{1,0.0869565},(U_pynaertii:{1,0.0434783},U_rufopilosa:{1,0.0434783}):{1,0.0419568:3,0.218913}):{3,0.0626341:1,0.111279}):{3,0.071119:1,0.0593158}):{1,0.0434783},U_teusczii_f_teusczii:{1,0.652174}):{1,0.173913},(((U_ambanjensis:{2,0.0434783},U_teusczii_f_pilosa:{1,0.0434783}):{3,0.0434783},U_guineensis:{1,0.0869565}):{3,0.0434783},U_densifolia:{2,0.130435}):{3,0.138382:1,0.557271}):{1,0.0434783},U_heudelotii:{1,0.869565}):{1,0.0434783},U_nitida:{1,0.913043}):{1,0.0434783},Spondianthus_preussii:{1,0.956522}):{1,0.0434783},U_amplifolia:{2,1});
7080	{2,0.22368:3,0.561812:1,0.214508}	{1,0.956522}	{1,0.913043}	{1,0.869565}	{2,0.130435}	{1,0.00864742:3,0.0783091}	{1,0.0434783}	{2,0.0434783}	{1,0.652174}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.130435}	{1,0.0869565}	{1,0.0434783}	{1,0.0434783}	{2,0.130435}	{2,0.0869565}	{2,0.0434783}	{2,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0869565}	{1,0.0434783}	{1,0.521739}	{2,0.0434783}	{2,0.0434783}	{2,0.293018:3,0.0548081}	{1,0.0434783}	{1,0.0434783}	{1,0.0869565}	{1,0.173913}	{1,0.0869565}	{1,0.26087}	{1,0.173913}	{3,0.0606113:1,0.0698235}	{1,0.0434783}	{1,0.173913}	{3,0.0417076:2,0.00177069}	{3,0.0434783}	{3,0.119292:1,0.57636}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0}	((((((((U_acuminata:{1,0.0869565},(U_kirkiana:{1,0.0434783},U_sansibarica:{1,0.0434783}):{1,0.0434783}):{1,0.521739},((((U_bojeri_1:{2,0.0434783},U_bojeri_2:{2,0.0434783}):{2,0.0434783},U_louvelii:{2,0.0869565}):{2,0.0434783},U_littoralis:{2,0.130435}):{2,0.293018:3,0.0548081},(((((U_lissopyrena:{1,0.0434783},U_togoensis:{1,0.0434783}):{1,0.0434783},U_staudtii:{1,0.0869565}):{1,0.0434783},U_pilosa:{1,0.130435}):{1,0.0869565},(U_mole:{1,0.0434783},U_vanhouttei:{1,0.0434783}):{1,0.173913}):{1,0.0869565},(U_pynaertii:{1,0.0434783},U_rufopilosa:{1,0.0434783}):{1,0.26087}):{1,0.173913}):{3,0.0606113:1,0.0698235}):{1,0.0434783},U_teusczii_f_teusczii:{1,0.652174}):{1,0.173913},(((U_ambanjensis:{2,0.0434783},U_teusczii_f_pilosa:{1,0.0434783}):{3,0.0417076:2,0.00177069},U_guineensis:{1,0.00864742:3,0.0783091}):{3,0.0434783},U_densifolia:{2,0.130435}):{3,0.119292:1,0.57636}):{1,0.0434783},U_heudelotii:{1,0.869565}):{1,0.0434783},U_nitida:{1,0.913043}):{1,0.0434783},Spondianthus_preussii:{1,0.956522}):{1,0.0434783},U_amplifolia:{2,0.22368:3,0.561812:1,0.214508});
